,lines,name,type
184,what, chill factor ,Comedy
185,to him, chill factor ,Comedy
186,that's why i didn't give it, chill factor ,Comedy
187,natic, chill factor ,Comedy
188,, chill factor ,Comedy
189,you just can't leave that stuff with that lu, chill factor ,Comedy
190,, chill factor ,Comedy
191,go go go, chill factor ,Comedy
192,come here, chill factor ,Comedy
193,, chill factor ,Comedy
194,okay here we go, chill factor ,Comedy
195,come on come on, chill factor ,Comedy
196,, chill factor ,Comedy
197,okay, chill factor ,Comedy
198,, chill factor ,Comedy
199,, chill factor ,Comedy
200,i'm sorry i'm a little, chill factor ,Comedy
201,, chill factor ,Comedy
202,arlo, chill factor ,Comedy
203,, chill factor ,Comedy
204,okay, chill factor ,Comedy
205,, chill factor ,Comedy
206,all right okay, chill factor ,Comedy
207,okay, chill factor ,Comedy
208,, chill factor ,Comedy
209,okay all right man okay, chill factor ,Comedy
210,, chill factor ,Comedy
211,okay, chill factor ,Comedy
212,yeah, chill factor ,Comedy
213,okay, chill factor ,Comedy
214,oh, chill factor ,Comedy
215,come on, chill factor ,Comedy
216,, chill factor ,Comedy
217,reach into my pocket, chill factor ,Comedy
218,arlo arlo, chill factor ,Comedy
219,we're gonna die and you want me to do some freaky shit like that, chill factor ,Comedy
220,, chill factor ,Comedy
221,what, chill factor ,Comedy
222,put your hand in my pants, chill factor ,Comedy
223,, chill factor ,Comedy
224,hey hey hey, chill factor ,Comedy
225,we're gonna die, chill factor ,Comedy
226,we're gonna die, chill factor ,Comedy
227,, chill factor ,Comedy
228,arlo shut up, chill factor ,Comedy
229,we're gonna die, chill factor ,Comedy
230,hey just shut up, chill factor ,Comedy
231,, chill factor ,Comedy
232,they're movin', chill factor ,Comedy
233,huh, chill factor ,Comedy
234,they're takin' off, chill factor ,Comedy
235,hey, chill factor ,Comedy
236,, chill factor ,Comedy
237,listen arlo, chill factor ,Comedy
238,no, chill factor ,Comedy
239,are you all right, chill factor ,Comedy
240,, chill factor ,Comedy
241,, chill factor ,Comedy
242,ow, chill factor ,Comedy
243,, chill factor ,Comedy
244,bullshit you would've killed us anyway, chill factor ,Comedy
245,you all right, chill factor ,Comedy
246,, chill factor ,Comedy
247,bring him down, chill factor ,Comedy
248,, chill factor ,Comedy
249,yeah i know i know, chill factor ,Comedy
250,man, chill factor ,Comedy
251,a and you owe me, chill factor ,Comedy
252,or my conscience, chill factor ,Comedy
253,squirm i don't want his brains all over my shirt, chill factor ,Comedy
254,even though it is nice to see andy, chill factor ,Comedy
255,deal with this asshole, chill factor ,Comedy
256,i think you oughta cut a, chill factor ,Comedy
257,yeah, chill factor ,Comedy
258,hey mason, chill factor ,Comedy
259,all right all right hey hey, chill factor ,Comedy
260,yeah baby, chill factor ,Comedy
261,whoo, chill factor ,Comedy
262,that is loud i'm, chill factor ,Comedy
263,, chill factor ,Comedy
264,like i said i got a pretty good idea of what's at stake here, chill factor ,Comedy
265,, chill factor ,Comedy
266,miles, chill factor ,Comedy
267,split i wouldn't get ten, chill factor ,Comedy
268,split, chill factor ,Comedy
269,well all the same if we get to missoula help me find a car i'd appreciate it then you can, chill factor ,Comedy
270,shit, chill factor ,Comedy
271,long somethin' about that look in his eye when he talked about that elvis, chill factor ,Comedy
272,er it was your friend, chill factor ,Comedy
273,loaded i didn't buy you as a shoot, chill factor ,Comedy
274,i mean if that gun was, chill factor ,Comedy
275,not completely anyway, chill factor ,Comedy
276,to tell you the truth you didn't, chill factor ,Comedy
277,shit, chill factor ,Comedy
278,for whatever it's worth i'm sorry i dragged you into this, chill factor ,Comedy
279,listen arlo, chill factor ,Comedy
280,, chill factor ,Comedy
281,we got two paddles, chill factor ,Comedy
282,well shit could be worse i mean we're both up shit's creek but at least we have a paddle, chill factor ,Comedy
283,anyway about ten months ago i wound up in jerome workin' for darlene, chill factor ,Comedy
284,and things sort of just went downhill from there, chill factor ,Comedy
285,couldn't deal with it so i split, chill factor ,Comedy
286,never gonna throw a ball in the pros, chill factor ,Comedy
287,hospital, chill factor ,Comedy
288,and i put the car into a ditch he spent eighteen weeks in the, chill factor ,Comedy
289,we were celebrating right after the draft going from bar to bar i was drivin', chill factor ,Comedy
290,i remember him got in a car crash or somethin', chill factor ,Comedy
291,yeah robert del rio, chill factor ,Comedy
292,robert del rio, chill factor ,Comedy
293,started every game my senior year not all american or anything but not bad anyway the real star was my best friend the quarterback got taken in the first round, chill factor ,Comedy
294,how wonderful for you, chill factor ,Comedy
295,we were nationally ranked, chill factor ,Comedy
296,you know four years ago i was a split end at kentucky state, chill factor ,Comedy
297,you know, chill factor ,Comedy
298,yeah, chill factor ,Comedy
299,so i took his truck yeah, chill factor ,Comedy
300,truck, chill factor ,Comedy
301,so you took his, chill factor ,Comedy
302,nobody's lookin' out for my interests my credit was fucked and then when he promoted sam over me i just snapped so i split, chill factor ,Comedy
303,overdrawn bank accounts, chill factor ,Comedy
304,just ready to just slide him right in there and what about me huh what about arlo huh what about my needs you know i got a i got student loans, chill factor ,Comedy
305,or nephew or some good old boy, chill factor ,Comedy
306,there'd be a sales rep desk with my name on it but every time something opened up there'd be some idiot cousin, chill factor ,Comedy
307,and he swore he swore once i got a degree, chill factor ,Comedy
308,i deserve a lot more than that truck ten years ten years i busted my ass for that fat rat bastard, chill factor ,Comedy
309,you know what i'm sayin', chill factor ,Comedy
310,it won't even start half the time, chill factor ,Comedy
311,piece of shit was worth, chill factor ,Comedy
312,hey i told you i did not steal that truck andy owes me a lot more than that four wheeled, chill factor ,Comedy
313,stole the truck, chill factor ,Comedy
314,hey i didn't steal the truck you, chill factor ,Comedy
315,tion, chill factor ,Comedy
316,see now why would you do that to a man in my posi, chill factor ,Comedy
317,you're fucked man, chill factor ,Comedy
318,did you, chill factor ,Comedy
319,hey you didn't happen to lock the truck up when you got out, chill factor ,Comedy
320,, chill factor ,Comedy
321,worth a try, chill factor ,Comedy
322,okay, chill factor ,Comedy
323,this river's fed by a glacier willing to bet my life that it's a good deal under fifty degrees, chill factor ,Comedy
324,this thing just went up a degree ice cream's not workin', chill factor ,Comedy
325,what, chill factor ,Comedy
326,uh oh, chill factor ,Comedy
327,whoo hoo hoo, chill factor ,Comedy
328,, chill factor ,Comedy
329,, chill factor ,Comedy
330,, chill factor ,Comedy
331,, chill factor ,Comedy
332,all right hey, chill factor ,Comedy
333,, chill factor ,Comedy
334,, chill factor ,Comedy
335,, chill factor ,Comedy
336,oh no, chill factor ,Comedy
337,oh no, chill factor ,Comedy
338,no, chill factor ,Comedy
339,oh shit, chill factor ,Comedy
340,, chill factor ,Comedy
341,, chill factor ,Comedy
342,okay okay, chill factor ,Comedy
343,keep still, chill factor ,Comedy
344,, chill factor ,Comedy
345,, chill factor ,Comedy
346,oh shit, chill factor ,Comedy
347,come on, chill factor ,Comedy
348,what, chill factor ,Comedy
349,i don't want you to come anyway, chill factor ,Comedy
350,oh shit okay come on, chill factor ,Comedy
351,here, chill factor ,Comedy
352,then stay, chill factor ,Comedy
353,you're not dangerous you're crazy i ain't gettin' in this damn thing, chill factor ,Comedy
354,, chill factor ,Comedy
355,you're what, chill factor ,Comedy
356,taking it down the hill, chill factor ,Comedy
357,, chill factor ,Comedy
358,i'm crazy, chill factor ,Comedy
359,he's crazy, chill factor ,Comedy
360,man, chill factor ,Comedy
361,yeah he's a dangerous, chill factor ,Comedy
362,i'm a dangerous man, chill factor ,Comedy
363,you're dealin' with, chill factor ,Comedy
364,to him you don't know who, chill factor ,Comedy
365,listen listen, chill factor ,Comedy
366,hey put it back we're takin' off, chill factor ,Comedy
367,, chill factor ,Comedy
368,okay all right okay, chill factor ,Comedy
369,, chill factor ,Comedy
370,all right let's go, chill factor ,Comedy
371,, chill factor ,Comedy
372,aw shit, chill factor ,Comedy
373,yeah, chill factor ,Comedy
374,yeah, chill factor ,Comedy
375,these'll keep it cold, chill factor ,Comedy
376,okay okay, chill factor ,Comedy
377,gimme that gimme that gimme that, chill factor ,Comedy
378,all right, chill factor ,Comedy
379,okay, chill factor ,Comedy
380,all right, chill factor ,Comedy
381,okay, chill factor ,Comedy
382,, chill factor ,Comedy
383,oh shit it's okay okay, chill factor ,Comedy
384,oh shit oh shit, chill factor ,Comedy
385,come on, chill factor ,Comedy
386,no shit, chill factor ,Comedy
387,, chill factor ,Comedy
388,oh pete oh shit oh shit, chill factor ,Comedy
389,, chill factor ,Comedy
390,, chill factor ,Comedy
391,go go, chill factor ,Comedy
392,go on, chill factor ,Comedy
393,shit, chill factor ,Comedy
394,, chill factor ,Comedy
395,, chill factor ,Comedy
396,, chill factor ,Comedy
397,hey, chill factor ,Comedy
398,hang on, chill factor ,Comedy
399,, chill factor ,Comedy
400,, chill factor ,Comedy
401,shit, chill factor ,Comedy
402,ho, chill factor ,Comedy
403,oh, chill factor ,Comedy
404,ho ho, chill factor ,Comedy
405,, chill factor ,Comedy
406,shut up, chill factor ,Comedy
407,gee you think so, chill factor ,Comedy
408,okay that didn't work, chill factor ,Comedy
409,holy, chill factor ,Comedy
410,gee you think so, chill factor ,Comedy
411,shit you gotta pass him, chill factor ,Comedy
412,what the fuck was that, chill factor ,Comedy
413,you okay, chill factor ,Comedy
414,what are you talkin' about i'm the one drivin', chill factor ,Comedy
415,i made it, chill factor ,Comedy
416,i made it, chill factor ,Comedy
417,whoo, chill factor ,Comedy
418,whoo, chill factor ,Comedy
419,all right you got it you got it, chill factor ,Comedy
420,you crazy bastard, chill factor ,Comedy
421,come on, chill factor ,Comedy
422,come on, chill factor ,Comedy
423,come on, chill factor ,Comedy
424,, chill factor ,Comedy
425,pete come on, chill factor ,Comedy
426,come on old, chill factor ,Comedy
427,wanna give it a try, chill factor ,Comedy
428,night shift but you might, chill factor ,Comedy
429,hood of you knowin' any prayers is slim, chill factor ,Comedy
430,i know the likeli, chill factor ,Comedy
431,come on old pete oh, chill factor ,Comedy
432,pete come on, chill factor ,Comedy
433,oh shit come on old, chill factor ,Comedy
434,come on, chill factor ,Comedy
435,get over get over, chill factor ,Comedy
436,left left left, chill factor ,Comedy
437,easy easy easy, chill factor ,Comedy
438,oh, chill factor ,Comedy
439,i'm goin' i'm goin' baby i'm goin' i'm goin', chill factor ,Comedy
440,god man, chill factor ,Comedy
441,come on old pete, chill factor ,Comedy
442,come on, chill factor ,Comedy
443,come on old pete, chill factor ,Comedy
444,oh shit, chill factor ,Comedy
445,go go go go go oh shit, chill factor ,Comedy
446,hey hey whoo okay, chill factor ,Comedy
447,i should've had that dog bite me i would've gotten rabies could've went to the hospital had a pretty nurse, chill factor ,Comedy
448,oh petey oh petey oh please pete please don't do this to me okay, chill factor ,Comedy
449,goddamn, chill factor ,Comedy
450,, chill factor ,Comedy
451,okay, chill factor ,Comedy
452,okay, chill factor ,Comedy
453,oh shit, chill factor ,Comedy
454,, chill factor ,Comedy
455,, chill factor ,Comedy
456,that's right now move, chill factor ,Comedy
457,oh shit, chill factor ,Comedy
458,do we, chill factor ,Comedy
459,i don't think we have much of a choice, chill factor ,Comedy
460,your weedkiller on steroids goes down with us everybody dies, chill factor ,Comedy
461,, chill factor ,Comedy
462,hey and what if we don't make it, chill factor ,Comedy
463,eight and a half feet wide weighs over five tons, chill factor ,Comedy
464,you think we can make what you see that truck, chill factor ,Comedy
465,we can make it, chill factor ,Comedy
466,i think, chill factor ,Comedy
467,you can just bend over and kiss your crazy ass goodbye buddy, chill factor ,Comedy
468,shift, chill factor ,Comedy
469,oh we're screwed night, chill factor ,Comedy
470,oh shit, chill factor ,Comedy
471,, chill factor ,Comedy
472,fuck, chill factor ,Comedy
473,all right you got it, chill factor ,Comedy
474,is old pete come on baby, chill factor ,Comedy
475,pete come on there it, chill factor ,Comedy
476,come on old, chill factor ,Comedy
477,, chill factor ,Comedy
478,up, chill factor ,Comedy
479,back up back, chill factor ,Comedy
480,oh shit, chill factor ,Comedy
481,man, chill factor ,Comedy
482,holy shit, chill factor ,Comedy
483,oh, chill factor ,Comedy
484,, chill factor ,Comedy
485,, chill factor ,Comedy
486,hey hey andy's ice cream, chill factor ,Comedy
487,you snatch that phone from me one more time i'm, chill factor ,Comedy
488,waiting, chill factor ,Comedy
489,well then that means it's call, chill factor ,Comedy
490,shut up shut up it's beeping, chill factor ,Comedy
491,truck, chill factor ,Comedy
492,it was owed to me you stole the damn, chill factor ,Comedy
493,, chill factor ,Comedy
494,i did not steal the truck, chill factor ,Comedy
495,you stole the truck to uphold your principles right, chill factor ,Comedy
496,let live, chill factor ,Comedy
497,yeah, chill factor ,Comedy
498,i believe in live and, chill factor ,Comedy
499,and i'm a peaceful man and, chill factor ,Comedy
500,you wanna hit me, chill factor ,Comedy
501,you, chill factor ,Comedy
502,every time i look at you i wanna hit, chill factor ,Comedy
503,hi the gun was empty, chill factor ,Comedy
504,er, chill factor ,Comedy
505,cho and a hijack, chill factor ,Comedy
506,reconsider that statement there night shift you're psy, chill factor ,Comedy
507,hey take a look at your situation and, chill factor ,Comedy
508,i'm not the psycho, chill factor ,Comedy
509,no, chill factor ,Comedy
510,probably because they know a psycho when they hear one, chill factor ,Comedy
511,, chill factor ,Comedy
512,kiss my ass, chill factor ,Comedy
513,i was thankin' you asshole, chill factor ,Comedy
514,gun, chill factor ,Comedy
515,don't gimme that nice job shit man they still got a vanload comin' and what do you got besides an empty, chill factor ,Comedy
516,, chill factor ,Comedy
517,nice job back there, chill factor ,Comedy
518,okay, chill factor ,Comedy
519,elvis is on ice again, chill factor ,Comedy
520,, chill factor ,Comedy
521,okay all right, chill factor ,Comedy
522,all right, chill factor ,Comedy
523,get him to stand up night shift, chill factor ,Comedy
524,oh, chill factor ,Comedy
525,, chill factor ,Comedy
526,, chill factor ,Comedy
527,, chill factor ,Comedy
528,, chill factor ,Comedy
529,oh shit, chill factor ,Comedy
530,you mean to tell me you hijacked me with an empty gun, chill factor ,Comedy
531,ed, chill factor ,Comedy
532,work it's not even load, chill factor ,Comedy
533,doesn't, chill factor ,Comedy
534,what, chill factor ,Comedy
535,doesn't work, chill factor ,Comedy
536,take your gun, chill factor ,Comedy
537,, chill factor ,Comedy
538,shut up, chill factor ,Comedy
539,you're nuts goin' back there, chill factor ,Comedy
540,, chill factor ,Comedy
541,, chill factor ,Comedy
542,, chill factor ,Comedy
543,, chill factor ,Comedy
544,okay, chill factor ,Comedy
545,no no no no no keep goin', chill factor ,Comedy
546,ah one of them's in the back, chill factor ,Comedy
547,okay okay, chill factor ,Comedy
548,damn, chill factor ,Comedy
549,god, chill factor ,Comedy
550,, chill factor ,Comedy
551,fine, chill factor ,Comedy
552,we can't push old pete in this heat he can't take it, chill factor ,Comedy
553,hey, chill factor ,Comedy
554,, chill factor ,Comedy
555,shut up, chill factor ,Comedy
556,i ain't playin' that, chill factor ,Comedy
557,fine, chill factor ,Comedy
558,that's, chill factor ,Comedy
559,i'm about to get in your ass like last year's underwear man, chill factor ,Comedy
560,look i don't give a shit if you go through missoula at a hundred miles an hour we're goin' to mcgruder, chill factor ,Comedy
561,i didn't steal the truck he owed it to me anyway the important thing is i'm not goin' through missoula, chill factor ,Comedy
562,the ice cream for money, chill factor ,Comedy
563,what all the bullshit about the cash was wasn't it you stole this truck and now you're trying to sell, chill factor ,Comedy
564,you stole this truck that's, chill factor ,Comedy
565,i did not steal this truck, chill factor ,Comedy
566,you stole this truck, chill factor ,Comedy
567,you stole this truck, chill factor ,Comedy
568,yeah borrowed, chill factor ,Comedy
569,borrowed, chill factor ,Comedy
570,look i kinda borrowed the truck from andy, chill factor ,Comedy
571,am i missing somethin' here, chill factor ,Comedy
572,i ain't goin' through missoula, chill factor ,Comedy
573,er, chill factor ,Comedy
574,no way we're goin' through mcgrud, chill factor ,Comedy
575,to get to mcgruder you have to go through missoula and i ain't goin' to missoula, chill factor ,Comedy
576,no no no, chill factor ,Comedy
577,no no no no no we gotta go to mcgruder i go where the truck goes, chill factor ,Comedy
578,er, chill factor ,Comedy
579,no you gotta go to mcgrud, chill factor ,Comedy
580,billings no no no no no we need to go to mcgruder, chill factor ,Comedy
581,suppose you're gonna shoot me because you can't get service on my cell phone, chill factor ,Comedy
582,no cell, chill factor ,Comedy
583,oh man, chill factor ,Comedy
584,we're clear, chill factor ,Comedy
585,, chill factor ,Comedy
586,town, chill factor ,Comedy
587,you'd better coast through, chill factor ,Comedy
588,, chill factor ,Comedy
589,do you wanna give me a minute, chill factor ,Comedy
590,excuse me can you fix this, chill factor ,Comedy
591,ed, chill factor ,Comedy
592,excuse me, chill factor ,Comedy
593,damn diesel injections are flood, chill factor ,Comedy
594,all the time, chill factor ,Comedy
595,it happens to this piece of shit, chill factor ,Comedy
596,what the hell's goin' on, chill factor ,Comedy
597,damn, chill factor ,Comedy
598,come on, chill factor ,Comedy
599,, chill factor ,Comedy
600,are you kiddin', chill factor ,Comedy
601,up, chill factor ,Comedy
602,shut, chill factor ,Comedy
603,i'm gonna bust a mudhole in your ass i'm gonna don't tell me to shut it's none of your business man i can talk all i want to, chill factor ,Comedy
604,come on get in the truck, chill factor ,Comedy
605,i'm gonna stomp your a, chill factor ,Comedy
606,that dog ain't mean, chill factor ,Comedy
607,that dog was mean before i met him, chill factor ,Comedy
608,what did you do that for it makes him mean as a snake, chill factor ,Comedy
609,yeah to keep him off my ass, chill factor ,Comedy
610,you gave him ice cream didn't you come on let's go, chill factor ,Comedy
611,what the hell is with you dog he's the one with the damn gun, chill factor ,Comedy
612,there we go there we go did you keep it safe did you, chill factor ,Comedy
613,, chill factor ,Comedy
614,look put this in the back keep it safe, chill factor ,Comedy
615,would you hurry up please, chill factor ,Comedy
616,go on, chill factor ,Comedy
617,you are not takin' my truck, chill factor ,Comedy
618,i need your truck, chill factor ,Comedy
619,doing, chill factor ,Comedy
620,hey you're gonna piss me what the hell are you supposed to be, chill factor ,Comedy
621,all right then how about this, chill factor ,Comedy
622,no, chill factor ,Comedy
623,i'll rent the truck from you you can stay here you can go whatever you want, chill factor ,Comedy
624,i got fifty bucks i'll get more, chill factor ,Comedy
625,i got uh, chill factor ,Comedy
626,i got like uh, chill factor ,Comedy
627,you want cash, chill factor ,Comedy
628,you want cash, chill factor ,Comedy
629,wait wait wait hold up hold up look, chill factor ,Comedy
630,, chill factor ,Comedy
631,all right, chill factor ,Comedy
632,peace, chill factor ,Comedy
633,is as dangerous as you seem to think it is i'm gettin' my ass as far away from you and it as possible, chill factor ,Comedy
634,and if that elvis shit, chill factor ,Comedy
635,look i got two tons of the world's nastiest ice cream sittin' in a truck that should've been retired ten years ago that shit will be worthless by noon, chill factor ,Comedy
636,er, chill factor ,Comedy
637,then you drive me to mcgrud, chill factor ,Comedy
638,truck, chill factor ,Comedy
639,you are seriously mistaken if you think you are going anywhere in my, chill factor ,Comedy
640,i need your help, chill factor ,Comedy
641,o of all wantin' to be a part of this wacko shit, chill factor ,Comedy
642,think he was a wacko and i think that g i ninja's a bigger wacko and i think you're the biggest wack, chill factor ,Comedy
643,hey listen do you know what i think i, chill factor ,Comedy
644,for cryin' out loud, chill factor ,Comedy
645,yeah i believe him he was my friend, chill factor ,Comedy
646,ya, chill factor ,Comedy
647,wait wait you don't believe the dead guy do, chill factor ,Comedy
648,tana, chill factor ,Comedy
649,look if i don't get this stuff to mcgruder it's goodbye andy's ice cream goodbye jerome goodbye mon, chill factor ,Comedy
650,and a shitload of ice, chill factor ,Comedy
651,no no no you don't need my truck you need somebody else's truck, chill factor ,Comedy
652,, chill factor ,Comedy
653,i need your truck, chill factor ,Comedy
654,dude in uniform get in your face you do not shoot your mouth off, chill factor ,Comedy
655,what did i say, chill factor ,Comedy
656,no, chill factor ,Comedy
657,sorry man he's dead, chill factor ,Comedy
658,hang on hang on, chill factor ,Comedy
659,aw oh jesus, chill factor ,Comedy
660,no no no no no no wait, chill factor ,Comedy
661,why don't i, chill factor ,Comedy
662,oh, chill factor ,Comedy
663,well darlene usually gives me a signed check for emergencies i could always give you that, chill factor ,Comedy
664,huh, chill factor ,Comedy
665,that'll make up the difference huh, chill factor ,Comedy
666,for andy i'll tell him i lost a few cartons comin' over the mountain, chill factor ,Comedy
667,off say uh three seventy five seein' that we both have so much love, chill factor ,Comedy
668,bein' that it's cash i'm gonna give you ten percent, chill factor ,Comedy
669,two things andy is not uh but i tell you what, chill factor ,Comedy
670,and fair, chill factor ,Comedy
671,he could've that that's true but that would've been smart, chill factor ,Comedy
672,he could've called first, chill factor ,Comedy
673,except for the fact that i need cash, chill factor ,Comedy
674,uh huh, chill factor ,Comedy
675,hey you and i are seein' eye to eye on a whole range of issues this mornin', chill factor ,Comedy
676,moron, chill factor ,Comedy
677,andy another fuckin', chill factor ,Comedy
678,well he told me to collect cash, chill factor ,Comedy
679,, chill factor ,Comedy
680,yeah well darlene didn't say anything about it to me so tell andy to bill her like usual and let them sort it out move, chill factor ,Comedy
681,, chill factor ,Comedy
682,since today new policy, chill factor ,Comedy
683,darlene pay you in cash, chill factor ,Comedy
684,since when does, chill factor ,Comedy
685,uh between this month and last month you owe four hundred and seventeen dollars and we need that in cash, chill factor ,Comedy
686,look you need me to sign an invoice or somethin', chill factor ,Comedy
687,hey i'm with you on that one my man prick, chill factor ,Comedy
688,the guy's a fuckin' moron, chill factor ,Comedy
689,no argument there, chill factor ,Comedy
690,that's my business, chill factor ,Comedy
691,art, chill factor ,Comedy
692,great, chill factor ,Comedy
693,freezer in the back, chill factor ,Comedy
694,where do you want this stuff, chill factor ,Comedy
695,sam andy gave sam a nice big desk to park his fat ass behind, chill factor ,Comedy
696,where's sam, chill factor ,Comedy
697,ty, chill factor ,Comedy
698,yeah tryin' to get most of my day done before it hits nine, chill factor ,Comedy
699,oh, chill factor ,Comedy
700,a little early for a delivery, chill factor ,Comedy
701,, chill factor ,Comedy
702,, chill factor ,Comedy
703,hey, chill factor ,Comedy
704,vaughn, chill factor ,Comedy
705,such is the price of patriotism, chill factor ,Comedy
706,but, chill factor ,Comedy
707,and it won't be pleasant, chill factor ,Comedy
708,, chill factor ,Comedy
709,, chill factor ,Comedy
710,, chill factor ,Comedy
711,three seconds one, chill factor ,Comedy
712,funny situation ain't it andy, chill factor ,Comedy
713,well well well, chill factor ,Comedy
714,without compunction, chill factor ,Comedy
715,this country trained me to kill, chill factor ,Comedy
716,i urge you to be persuasive, chill factor ,Comedy
717,oh my god, chill factor ,Comedy
718,your move okay vaughn you drive, chill factor ,Comedy
719,i don't ever wanna see another ice cream, chill factor ,Comedy
720,just give me elvis and i'll make sure you have enough money for a dozen ice cream trucks, chill factor ,Comedy
721,frozen so if you don't mind, chill factor ,Comedy
722,i got three thousand dollars of highly perishable ice cream products that taste bad enough when it's, chill factor ,Comedy
723,listen shithead, chill factor ,Comedy
724,, chill factor ,Comedy
725,don't be tedious waiter dr long called it elvis, chill factor ,Comedy
726,what'd he say, chill factor ,Comedy
727,it's for you, chill factor ,Comedy
728,within five minutes, chill factor ,Comedy
729,give it to me now or you'll be dead, chill factor ,Comedy
730,i'll keep an eye out, chill factor ,Comedy
731,about him, chill factor ,Comedy
732,we're worried, chill factor ,Comedy
733,to tell you the truth we're looking for a scientist who's gone missing from the tech center maybe you know him richard long, chill factor ,Comedy
734,, chill factor ,Comedy
735,that was quick, chill factor ,Comedy
736,be cool be, chill factor ,Comedy
737,hey be cool, chill factor ,Comedy
738,hey, chill factor ,Comedy
739,look i'm sorry i'll make it up to you whatever you want please, chill factor ,Comedy
740,help you, chill factor ,Comedy
741,why don't you get that tub of shit sam to, chill factor ,Comedy
742,i ain't got time to argue with you today andy but i can tell you this takin' your truck pissed you off, chill factor ,Comedy
743,arlo and you screwed me for it now where's my goddamn truck, chill factor ,Comedy
744,i did what i could for you, chill factor ,Comedy
745,it's uh parked just off of highway thirty five, chill factor ,Comedy
746,so where's my truck, chill factor ,Comedy
747,well that just about figures for today, chill factor ,Comedy
748,hey actually, chill factor ,Comedy
749,have it you have to have to get it to m to mcgruder, chill factor ,Comedy
750,you you can't let him, chill factor ,Comedy
751,about the man who did this he's he's comin' after it, chill factor ,Comedy
752,, chill factor ,Comedy
753,here mason, chill factor ,Comedy
754,onds with just a fraction of what's in, chill factor ,Comedy
755,eighteen men were k killed in sec, chill factor ,Comedy
756,i had no idea how powerful it was, chill factor ,Comedy
757,so you called the damned thing elvis, chill factor ,Comedy
758,we do need your truck, chill factor ,Comedy
759,take my sorry old truck, chill factor ,Comedy
760,wait this town is full of trucks nice new trucks you don't need to go, chill factor ,Comedy
761,to fort mcgruder in his truck, chill factor ,Comedy
762,mason you have to take this, chill factor ,Comedy
763,yeah that's my truck, chill factor ,Comedy
764,bullshit put the phone down mason, chill factor ,Comedy
765,the guy the army guys are lookin' for, chill factor ,Comedy
766,he's the dude, chill factor ,Comedy
767,listen deputy, chill factor ,Comedy
768,what the hell's a sage, chill factor ,Comedy
769,well why don't they talk to the sage of jerome here, chill factor ,Comedy
770,sure as hell have met a few assholes like that though, chill factor ,Comedy
771,, chill factor ,Comedy
772,no sir i've never seen this guy before, chill factor ,Comedy
773,lem too, chill factor ,Comedy
774,you got a prob, chill factor ,Comedy
775,i'd say we're about even, chill factor ,Comedy
776,including the permanently extreme, chill factor ,Comedy
777,to take any extreme measures i deem necessary, chill factor ,Comedy
778,in order to protect those secrets i am authorized to fine you imprison you, chill factor ,Comedy
779,listed personnel with detailed knowledge of classified secrets falling under the national security act, chill factor ,Comedy
780,however you are also non en, chill factor ,Comedy
781,exactly, chill factor ,Comedy
782,and selfless actions you did save millions of lives, chill factor ,Comedy
783,we do have to take into consideration that through your courage, chill factor ,Comedy
784,us owe us, chill factor ,Comedy
785,owe you, chill factor ,Comedy
786,your country and a lot of innocent people in it, chill factor ,Comedy
787,thank you, chill factor ,Comedy
788,all right gentlemen we're about done here fine job, chill factor ,Comedy
789,hold it, chill factor ,Comedy
790,on ice we've got elvis on ice, chill factor ,Comedy
791,we've got it, chill factor ,Comedy
792,mason i can barely hear you, chill factor ,Comedy
793,what say again, chill factor ,Comedy
794,, chill factor ,Comedy
795,, chill factor ,Comedy
796,are you crazy take the boat, chill factor ,Comedy
797,whoo hoo, chill factor ,Comedy
798,, chill factor ,Comedy
799,whoo hoo hoo whoo hoo hoo, chill factor ,Comedy
800,, chill factor ,Comedy
801,, chill factor ,Comedy
802,, chill factor ,Comedy
803,, chill factor ,Comedy
804,, chill factor ,Comedy
805,if you're right lewis this mason is one hell of a pro he must have a service record and a paper trail some, chill factor ,Comedy
806,yes sir, chill factor ,Comedy
807,no sir, chill factor ,Comedy
808,any of them richard long, chill factor ,Comedy
809,they were all wearing hardware, chill factor ,Comedy
810,alert seventy fifth rangers code blue tell them elvis has left the building, chill factor ,Comedy
811,looks like it yes sir, chill factor ,Comedy
812,is it, chill factor ,Comedy
813,colonel vitelli we got a busted in cold vault inside, chill factor ,Comedy
814,forget about him, chill factor ,Comedy
815,, chill factor ,Comedy
816,why is it you scientists can create implements of destruction, chill factor ,Comedy
817,so far ye yes, chill factor ,Comedy
818,and let me guess you failed, chill factor ,Comedy
819,i began trying to find ways of controlling the effects of the weapon that we tested on horn island, chill factor ,Comedy
820,all right after they put you away, chill factor ,Comedy
821,almost quaint, chill factor ,Comedy
822,went away i like that, chill factor ,Comedy
823,went away, chill factor ,Comedy
824,men every time i've closed my eyes but after you went away i, chill factor ,Comedy
825,do you think i haven't seen the bodies of those, chill factor ,Comedy
826,always done richard, chill factor ,Comedy
827,what rational man could fit in with the sorts of things our government was doing the sorts of things you've, chill factor ,Comedy
828,years of thinking the matter over i began to see that the whole thing wasn't really my problem, chill factor ,Comedy
829,you were right of course but after, chill factor ,Comedy
830,do you remember telling me once that all through my career i'd never fit in well, chill factor ,Comedy
831,together you gave me the opportunity to realize just how very wrong my life had gone, chill factor ,Comedy
832,mm hm, chill factor ,Comedy
833,grateful, chill factor ,Comedy
834,and the government, chill factor ,Comedy
